SAVY,El Tehuelche,Puerto Madryn,,Argentina,,0305,APX30470.bgl,-42.7500001,-65.1000001,
SA27,Puerto Rosales,Puerto Rosales,,Argentina,,0305,APX31450.bgl,-38.8970941,-62.0103031,
SAAI,Punta Indio NS,Punta Indio,,Argentina,,0405,APX32440.bgl,-35.3533334,-57.2900002,
SA12,Quemu Quemu,Quemu Quemu,,Argentina,,0305,APX31440.bgl,-36.0587171,-63.631281,
SADQ,Quilmes,Quilmes,,Argentina,,0405,APX32440.bgl,-34.7113889,-58.2391664,
SATR,Reconquista,Reconquista,,Argentina,,0405,APX32420.bgl,-29.2150001,-59.695833,
SARE,Resistencia,Resistencia,,Argentina,,0405,APX32410.bgl,-27.45,-59.056111,
SAHS,Rincon De Los Sauces,Rincon De Los Sauces,,Argentina,,0305,APX29450.bgl,-37.3906169,-68.9042111,
Z00U,Rio Bellavista,Rio Bellavista,,Argentina,,0306,APX29510.bgl,-53.9827311,-68.5236248,
SAZQ,Rio Colorado,Rio Colorado,,Argentina,,0305,APX30450.bgl,-39.0,-64.1333333,
SA17,Rio Cuarto Aeroclub,Rio Cuarto Aeroclub,,Argentina,,0305,APX30430.bgl,-33.1605829,-64.3381919,
SAOC,Area De Material,Rio Cuarto,,Argentina,,0305,APX30430.bgl,-33.0936112,-64.2647222,
SAWG,Norberto Fernandez,Rio Gallegos,,Argentina,,0306,APX29500.bgl,-51.6088889,-69.3127777,
SAWE,Rio Grande,Rio Grande,,Argentina,,0306,APX29510.bgl,-53.7774998,-67.7500002,
SAWM,Rio Mayo,Rio Mayo,,Argentina,,0306,APX29480.bgl,-45.7055554,-70.2594446,
SAAR,Rosario/Islas Malvinas,Rosario,,Argentina,,0305,APX31430.bgl,-32.9036112,-60.7849999,
SAZS,S C De Bariloche,S C De Bariloche,,Argentina,,0305,APX29460.bgl,-41.1511112,-71.1577776,
SA36,Saladillo,Saladillo,,Argentina,,0405,APX32440.bgl,-35.6050858,-59.8171221,
SASA,Gral M M De Guemes,Salta,,Argentina,,0305,APX30400.bgl,-24.859611,-65.4869999,
SAVN,Antoine De Saint Exupery,San Antonio Oeste,,Argentina,,0305,APX30460.bgl,-40.7833334,-65.1000001,
SADF,San Fernando Intl,San Fernando,,Argentina,,0405,APX32440.bgl,-34.454911,-58.5913002,
SA40,San Juan Aeroclub,San Juan Aeroclub,,Argentina,,0305,APX29430.bgl,-31.6028421,-68.5473061,
SANU,San Juan,San Juan,,Argentina,,0305,APX29430.bgl,-31.5711112,-68.4211113,
SAWJ,Cap. D. Jose D. Vasquez,San Julian,,Argentina,,0306,APX29490.bgl,-49.3094445,-67.801111,
SADS,Aeroclub Argentino,San Justo,,Argentina,,0405,APX32440.bgl,-34.7333334,-58.6,
SAOU,San Luis,San Luis,,Argentina,,0305,APX30430.bgl,-33.2772221,-66.3522224,
SAZY,Aviador Carlos Campos(Neuquen),San Martin De Los Andes,,Argentina,,0305,APX29460.bgl,-40.0819445,-71.1458333,
SA31,San Nicolas De Los Arroyos,San Nicolas De Los Arroyos,,Argentina,,0305,APX31430.bgl,-33.390583,-60.1965563,
SAMR,San Rafael,San Rafael,,Argentina,,0305,APX29440.bgl,-34.5966668,-68.3902779,
SAWU,Santa Cruz,Santa Cruz,,Argentina,,0306,APX29490.bgl,-50.0222221,-68.5780558,
SAAV,Sauce Viejo,Santa Fe,,Argentina,,0305,APX31430.bgl,-31.7116667,-60.8066668,
